"pubmed","experiment","locus","locations"
22215637,"msms","AT2G47610.1","plasma membrane"
22215637,"msms","AT2G47730.1","plasma membrane"
22215637,"msms","AT3G01050.1","plasma membrane"
22215637,"msms","AT3G01290.1","plasma membrane"
22215637,"msms","AT3G01390.1","plasma membrane"
22215637,"msms","AT3G01500.1","plasma membrane"
22215637,"msms","AT3G01520.1","plasma membrane"
22215637,"msms","AT3G02080.1","plasma membrane"
22215637,"msms","AT3G02090.1","plasma membrane"
22215637,"msms","AT3G02360.1","plasma membrane"
22215637,"msms","AT3G02520.1","plasma membrane"
22215637,"msms","AT3G02560.1","plasma membrane"
22215637,"msms","AT3G02770.1","plasma membrane"
22215637,"msms","AT3G02880.1","plasma membrane"
22215637,"msms","AT3G03250.1","plasma membrane"
22215637,"msms","AT3G03520.1","plasma membrane"
22215637,"msms","AT3G04120.1","plasma membrane"
22215637,"msms","AT3G04400.1","plasma membrane"
22215637,"msms","AT3G04840.1","plasma membrane"
22215637,"msms","AT3G04920.1","plasma membrane"
22215637,"msms","AT3G05050.1","plasma membrane"
22215637,"msms","AT3G05530.1","plasma membrane"
22215637,"msms","AT3G05560.1","plasma membrane"
22215637,"msms","AT3G05900.1","plasma membrane"
22215637,"msms","AT3G06035.1","plasma membrane"
22215637,"msms","AT3G06270.1","plasma membrane"
22215637,"msms","AT3G06650.1","plasma membrane"
22215637,"msms","AT3G07020.1","plasma membrane"
22215637,"msms","AT3G07110.1","plasma membrane"
22215637,"msms","AT3G07390.1","plasma membrane"
22215637,"msms","AT3G08510.1","plasma membrane"
22215637,"msms","AT3G08580.1","plasma membrane"
22215637,"msms","AT3G08590.1","plasma membrane"
22215637,"msms","AT3G08600.1","plasma membrane"
22215637,"msms","AT3G08680.1","plasma membrane"
22215637,"msms","AT3G08710.1","plasma membrane"
22215637,"msms","AT3G09200.1","plasma membrane"
22215637,"msms","AT3G09440.1","plasma membrane"
22215637,"msms","AT3G09500.1","plasma membrane"
22215637,"msms","AT3G09630.1","plasma membrane"
22215637,"msms","AT3G09740.1","plasma membrane"
22215637,"msms","AT3G09820.1","plasma membrane"
22215637,"msms","AT3G09840.1","plasma membrane"
22215637,"msms","AT3G09980.1","plasma membrane"
22215637,"msms","AT3G10260.1","plasma membrane"
22215637,"msms","AT3G10380.1","plasma membrane"
22215637,"msms","AT3G11130.1","plasma membrane"
22215637,"msms","AT3G11510.1","plasma membrane"
22215637,"msms","AT3G11630.1","plasma membrane"
22215637,"msms","AT3G11800.1","plasma membrane"
22215637,"msms","AT3G11820.1","plasma membrane"
22215637,"msms","AT3G11830.1","plasma membrane"
22215637,"msms","AT3G11940.1","plasma membrane"
22215637,"msms","AT3G12290.1","plasma membrane"
22215637,"msms","AT3G12580.1","plasma membrane"
22215637,"msms","AT3G12740.1","plasma membrane"
22215637,"msms","AT3G12780.1","plasma membrane"
22215637,"msms","AT3G13530.1","plasma membrane"
22215637,"msms","AT3G13560.1","plasma membrane"
22215637,"msms","AT3G13870.1","plasma membrane"
22215637,"msms","AT3G14210.1","plasma membrane"
22215637,"msms","AT3G14350.1","plasma membrane"
22215637,"msms","AT3G14420.1","plasma membrane"
22215637,"msms","AT3G14840.1","plasma membrane"
22215637,"msms","AT3G15730.1","plasma membrane"
22215637,"msms","AT3G16100.1","plasma membrane"
22215637,"msms","AT3G16470.1","plasma membrane"
22215637,"msms","AT3G16640.1","plasma membrane"
22215637,"msms","AT3G17020.1","plasma membrane"
22215637,"msms","AT3G17390.1","plasma membrane"
22215637,"msms","AT3G17410.1","plasma membrane"
22215637,"msms","AT3G17440.1","plasma membrane"
22215637,"msms","AT3G17840.1","plasma membrane"
22215637,"msms","AT3G18430.1","plasma membrane"
22215637,"msms","AT3G18820.1","plasma membrane"
22215637,"msms","AT3G19340.1","plasma membrane"
22215637,"msms","AT3G19820.1","plasma membrane"
22215637,"msms","AT3G20290.1","plasma membrane"
22215637,"msms","AT3G20410.1","plasma membrane"
22215637,"msms","AT3G21630.1","plasma membrane"
22215637,"msms","AT3G21865.1","plasma membrane"
22215637,"msms","AT3G23390.1","plasma membrane"
22215637,"msms","AT3G23750.1","plasma membrane"
22215637,"msms","AT3G23810.1","plasma membrane"
22215637,"msms","AT3G24503.1","plasma membrane"
22215637,"msms","AT3G24550.1","plasma membrane"
22215637,"msms","AT3G24830.1","plasma membrane"
22215637,"msms","AT3G25070.1","plasma membrane"
22215637,"msms","AT3G25520.1","plasma membrane"
22215637,"msms","AT3G25530.1","plasma membrane"
22215637,"msms","AT3G25800.1","plasma membrane"
22215637,"msms","AT3G25920.1","plasma membrane"
22215637,"msms","AT3G26290.1","plasma membrane"
22215637,"msms","AT3G26450.1","plasma membrane"
22215637,"msms","AT3G26520.1","plasma membrane"
22215637,"msms","AT3G26600.1","plasma membrane"
22215637,"msms","AT3G26650.1","plasma membrane"
22215637,"msms","AT3G26700.1","plasma membrane"
22215637,"msms","AT3G26980.1","plasma membrane"
22215637,"msms","AT3G28300.1","plasma membrane"
22215637,"msms","AT3G28450.1","plasma membrane"
22215637,"msms","AT3G28710.1","plasma membrane"
22215637,"msms","AT3G28715.1","plasma membrane"
22215637,"msms","AT3G28860.1","plasma membrane"
22215637,"msms","AT3G42050.1","plasma membrane"
22215637,"msms","AT3G44110.1","plasma membrane"
22215637,"msms","AT3G44310.1","plasma membrane"
22215637,"msms","AT3G44330.1","plasma membrane"
22215637,"msms","AT3G45140.1","plasma membrane"
22215637,"msms","AT3G45600.1","plasma membrane"
22215637,"msms","AT3G45780.1","plasma membrane"
22215637,"msms","AT3G46000.1","plasma membrane"
22215637,"msms","AT3G46060.1","plasma membrane"
22215637,"msms","AT3G46830.1","plasma membrane"
22215637,"msms","AT3G46970.1","plasma membrane"
22215637,"msms","AT3G47370.1","plasma membrane"
22215637,"msms","AT3G47470.1","plasma membrane"
22215637,"msms","AT3G48860.1","plasma membrane"
22215637,"msms","AT3G48890.1","plasma membrane"
22215637,"msms","AT3G48930.1","plasma membrane"
22215637,"msms","AT3G49010.1","plasma membrane"
22215637,"msms","AT3G49870.1","plasma membrane"
22215637,"msms","AT3G49910.1","plasma membrane"
22215637,"msms","AT3G50000.1","plasma membrane"
22215637,"msms","AT3G50360.1","plasma membrane"
22215637,"msms","AT3G50950.1","plasma membrane"
22215637,"msms","AT3G51260.1","plasma membrane"
22215637,"msms","AT3G51550.1","plasma membrane"
22215637,"msms","AT3G51800.1","plasma membrane"
22215637,"msms","AT3G51850.1","plasma membrane"
22215637,"msms","AT3G52400.1","plasma membrane"
22215637,"msms","AT3G52930.1","plasma membrane"
22215637,"msms","AT3G53020.1","plasma membrane"
22215637,"msms","AT3G53420.1","plasma membrane"
22215637,"msms","AT3G53430.1","plasma membrane"
22215637,"msms","AT3G53740.1","plasma membrane"
22215637,"msms","AT3G53990.1","plasma membrane"
22215637,"msms","AT3G54030.1","plasma membrane"
22215637,"msms","AT3G54200.1","plasma membrane"
22215637,"msms","AT3G54290.1","plasma membrane"
22215637,"msms","AT3G54840.1","plasma membrane"
22215637,"msms","AT3G54890.1","plasma membrane"
22215637,"msms","AT3G55440.1","plasma membrane"
22215637,"msms","AT3G55450.1","plasma membrane"
22215637,"msms","AT3G56150.1","plasma membrane"
22215637,"msms","AT3G56190.1","plasma membrane"
22215637,"msms","AT3G56340.1","plasma membrane"
22215637,"msms","AT3G57020.1","plasma membrane"
22215637,"msms","AT3G57290.1","plasma membrane"
22215637,"msms","AT3G57330.1","plasma membrane"
22215637,"msms","AT3G57530.1","plasma membrane"
22215637,"msms","AT3G58500.1","plasma membrane"
22215637,"msms","AT3G58700.1","plasma membrane"
22215637,"msms","AT3G58730.1","plasma membrane"
22215637,"msms","AT3G58760.1","plasma membrane"
22215637,"msms","AT3G59350.1","plasma membrane"
22215637,"msms","AT3G59920.1","plasma membrane"
22215637,"msms","AT3G59970.1","plasma membrane"
22215637,"msms","AT3G60190.1","plasma membrane"
22215637,"msms","AT3G60245.1","plasma membrane"
22215637,"msms","AT3G60600.1","plasma membrane"
22215637,"msms","AT3G60750.1","plasma membrane"
22215637,"msms","AT3G60820.1","plasma membrane"
22215637,"msms","AT3G61050.1","plasma membrane"
22215637,"msms","AT3G61260.1","plasma membrane"
22215637,"msms","AT3G61430.1","plasma membrane"
22215637,"msms","AT3G62150.1","plasma membrane"
22215637,"msms","AT3G62220.1","plasma membrane"
22215637,"msms","AT3G62250.1","plasma membrane"
22215637,"msms","AT3G62290.1","plasma membrane"
22215637,"msms","AT3G62360.1","plasma membrane"
22215637,"msms","AT3G62600.1","plasma membrane"
22215637,"msms","AT3G63080.1","plasma membrane"
22215637,"msms","AT3G63260.1","plasma membrane"
22215637,"msms","AT3G63420.1","plasma membrane"
22215637,"msms","AT3G63460.1","plasma membrane"
22215637,"msms","AT3G63520.1","plasma membrane"
22215637,"msms","AT4G00100.1","plasma membrane"
22215637,"msms","AT4G00330.1","plasma membrane"
22215637,"msms","AT4G00430.1","plasma membrane"
22215637,"msms","AT4G00710.1","plasma membrane"
22215637,"msms","AT4G00970.1","plasma membrane"
22215637,"msms","AT4G02350.1","plasma membrane"
22215637,"msms","AT4G02520.1","plasma membrane"
22215637,"msms","AT4G02620.1","plasma membrane"
22215637,"msms","AT4G02770.1","plasma membrane"
22215637,"msms","AT4G03560.1","plasma membrane"
22215637,"msms","AT4G04720.1","plasma membrane"
22215637,"msms","AT4G08850.1","plasma membrane"
22215637,"msms","AT4G09000.1","plasma membrane"
22215637,"msms","AT4G09320.1","plasma membrane"
22215637,"msms","AT4G09720.1","plasma membrane"
22215637,"msms","AT4G10060.1","plasma membrane"
22215637,"msms","AT4G10340.1","plasma membrane"
22215637,"msms","AT4G10840.1","plasma membrane"
22215637,"msms","AT4G11010.1","plasma membrane"
22215637,"msms","AT4G11150.1","plasma membrane"
22215637,"msms","AT4G11380.1","plasma membrane"
22215637,"msms","AT4G11850.1","plasma membrane"
22215637,"msms","AT4G12320.1","plasma membrane"
22215637,"msms","AT4G12420.1","plasma membrane"
22215637,"msms","AT4G12590.1","plasma membrane"
22215637,"msms","AT4G12730.1","plasma membrane"
22215637,"msms","AT4G12980.1","plasma membrane"
22215637,"msms","AT4G13010.1","plasma membrane"
22215637,"msms","AT4G13840.1","plasma membrane"
22215637,"msms","AT4G13930.1","plasma membrane"
22215637,"msms","AT4G13940.1","plasma membrane"
22215637,"msms","AT4G14030.1","plasma membrane"
22215637,"msms","AT4G14880.1","plasma membrane"
22215637,"msms","AT4G15000.1","plasma membrane"
22215637,"msms","AT4G16143.1","plasma membrane"
22215637,"msms","AT4G16720.1","plasma membrane"
22215637,"msms","AT4G16830.1","plasma membrane"
22215637,"msms","AT4G17170.1","plasma membrane"
22215637,"msms","AT4G17390.1","plasma membrane"
22215637,"msms","AT4G18060.1","plasma membrane"
22215637,"msms","AT4G18100.1","plasma membrane"
22215637,"msms","AT4G18760.1","plasma membrane"
22215637,"msms","AT4G19003.1","plasma membrane"
22215637,"msms","AT4G20260.1","plasma membrane"
22215637,"msms","AT4G20360.1","plasma membrane"
22215637,"msms","AT4G20410.1","plasma membrane"
22215637,"msms","AT4G20830.1","plasma membrane"
22215637,"msms","AT4G20890.1","plasma membrane"
22215637,"msms","AT4G20940.1","plasma membrane"
22215637,"msms","AT4G21150.1","plasma membrane"
22215637,"msms","AT4G21280.1","plasma membrane"
22215637,"msms","AT4G21450.1","plasma membrane"
22215637,"msms","AT4G22300.1","plasma membrane"
22215637,"msms","AT4G22670.1","plasma membrane"
22215637,"msms","AT4G22690.1","plasma membrane"
22215637,"msms","AT4G23180.1","plasma membrane"
22215637,"msms","AT4G23250.1","plasma membrane"
22215637,"msms","AT4G23400.1","plasma membrane"
22215637,"msms","AT4G23600.1","plasma membrane"
22215637,"msms","AT4G23630.1","plasma membrane"
22215637,"msms","AT4G23650.1","plasma membrane"
22215637,"msms","AT4G23670.1","plasma membrane"
22215637,"msms","AT4G23850.1","plasma membrane"
22215637,"msms","AT4G24190.1","plasma membrane"
22215637,"msms","AT4G24290.1","plasma membrane"
22215637,"msms","AT4G24990.1","plasma membrane"
22215637,"msms","AT4G25960.1","plasma membrane"
22215637,"msms","AT4G26110.1","plasma membrane"
22215637,"msms","AT4G26530.1","plasma membrane"
22215637,"msms","AT4G26690.1","plasma membrane"
22215637,"msms","AT4G27090.1","plasma membrane"
22215637,"msms","AT4G27500.1","plasma membrane"
22215637,"msms","AT4G27520.1","plasma membrane"
22215637,"msms","AT4G28100.1","plasma membrane"
22215637,"msms","AT4G28400.1","plasma membrane"
22215637,"msms","AT4G28600.1","plasma membrane"
22215637,"msms","AT4G28750.1","plasma membrane"
22215637,"msms","AT4G28770.1","plasma membrane"
22215637,"msms","AT4G29040.1","plasma membrane"
22215637,"msms","AT4G29350.1","plasma membrane"
22215637,"msms","AT4G29410.1","plasma membrane"
22215637,"msms","AT4G29520.1","plasma membrane"
22215637,"msms","AT4G29900.1","plasma membrane"
22215637,"msms","AT4G30190.1","plasma membrane"
22215637,"msms","AT4G30210.1","plasma membrane"
22215637,"msms","AT4G30340.1","plasma membrane"
22215637,"msms","AT4G31140.1","plasma membrane"
22215637,"msms","AT4G31170.1","plasma membrane"
22215637,"msms","AT4G31340.1","plasma membrane"
22215637,"msms","AT4G31500.1","plasma membrane"
22215637,"msms","AT4G31700.1","plasma membrane"
22215637,"msms","AT4G31750.1","plasma membrane"
22215637,"msms","AT4G32150.1","plasma membrane"
22215637,"msms","AT4G32260.1","plasma membrane"
22215637,"msms","AT4G32470.1","plasma membrane"
22215637,"msms","AT4G32760.1","plasma membrane"
22215637,"msms","AT4G33360.1","plasma membrane"
22215637,"msms","AT4G33430.1","plasma membrane"
22215637,"msms","AT4G33700.1","plasma membrane"
22215637,"msms","AT4G33865.1","plasma membrane"
22215637,"msms","AT4G34110.1","plasma membrane"
22215637,"msms","AT4G34150.1","plasma membrane"
22215637,"msms","AT4G34450.1","plasma membrane"
22215637,"msms","AT4G34460.1","plasma membrane"
22215637,"msms","AT4G34670.1","plasma membrane"
22215637,"msms","AT4G34870.1","plasma membrane"
22215637,"msms","AT4G35020.1","plasma membrane"
22215637,"msms","AT4G35060.1","plasma membrane"
22215637,"msms","AT4G35090.1","plasma membrane"
22215637,"msms","AT4G35100.1","plasma membrane"
22215637,"msms","AT4G35230.1","plasma membrane"
22215637,"msms","AT4G35310.1","plasma membrane"
22215637,"msms","AT4G35450.1","plasma membrane"
22215637,"msms","AT4G35470.1","plasma membrane"
22215637,"msms","AT4G35790.1","plasma membrane"
22215637,"msms","AT4G35830.1","plasma membrane"
22215637,"msms","AT4G35860.1","plasma membrane"
22215637,"msms","AT4G36250.1","plasma membrane"
22215637,"msms","AT4G36500.1","plasma membrane"
22215637,"msms","AT4G36750.1","plasma membrane"
22215637,"msms","AT4G36945.1","plasma membrane"
22215637,"msms","AT4G37930.1","plasma membrane"
22215637,"msms","AT4G37980.1","plasma membrane"
22215637,"msms","AT4G38220.1","plasma membrane"
22215637,"msms","AT4G38350.1","plasma membrane"
22215637,"msms","AT4G38510.1","plasma membrane"
22215637,"msms","AT4G38550.1","plasma membrane"
22215637,"msms","AT4G38580.1","plasma membrane"
22215637,"msms","AT4G38690.1","plasma membrane"
22215637,"msms","AT4G38740.1","plasma membrane"
22215637,"msms","AT4G38970.1","plasma membrane"
22215637,"msms","AT4G39080.1","plasma membrane"
22215637,"msms","AT4G39150.1","plasma membrane"
22215637,"msms","AT4G39200.1","plasma membrane"
22215637,"msms","AT4G39260.1","plasma membrane"
22215637,"msms","AT4G39730.1","plasma membrane"
22215637,"msms","AT5G01530.1","plasma membrane"
22215637,"msms","AT5G01750.1","plasma membrane"
22215637,"msms","AT5G02240.1","plasma membrane"
22215637,"msms","AT5G02290.1","plasma membrane"
22215637,"msms","AT5G02490.1","plasma membrane"
22215637,"msms","AT5G02500.1","plasma membrane"
22215637,"msms","AT5G02790.1","plasma membrane"
22215637,"msms","AT5G02870.1","plasma membrane"
22215637,"msms","AT5G02960.1","plasma membrane"
22215637,"msms","AT5G03040.1","plasma membrane"
22215637,"msms","AT5G03540.1","plasma membrane"
22215637,"msms","AT5G04430.1","plasma membrane"
22215637,"msms","AT5G04550.1","plasma membrane"
22215637,"msms","AT5G04800.1","plasma membrane"
22215637,"msms","AT5G04885.1","plasma membrane"
22215637,"msms","AT5G06320.1","plasma membrane"
22215637,"msms","AT5G06530.1","plasma membrane"
22215637,"msms","AT5G07090.1","plasma membrane"
22215637,"msms","AT5G07300.1","plasma membrane"
22215637,"msms","AT5G07340.1","plasma membrane"
22215637,"msms","AT5G07350.1","plasma membrane"
22215637,"msms","AT5G07910.1","plasma membrane"
22215637,"msms","AT5G08080.1","plasma membrane"
22215637,"msms","AT5G08670.1","plasma membrane"
22215637,"msms","AT5G08690.1","plasma membrane"
22215637,"msms","AT5G09510.1","plasma membrane"
22215637,"msms","AT5G09660.1","plasma membrane"
22215637,"msms","AT5G09810.1","plasma membrane"
22215637,"msms","AT5G09900.1","plasma membrane"
22215637,"msms","AT5G10020.1","plasma membrane"
22215637,"msms","AT5G10290.1","plasma membrane"
22215637,"msms","AT5G10360.1","plasma membrane"
22215637,"msms","AT5G10450.1","plasma membrane"
22215637,"msms","AT5G10470.1","plasma membrane"
22215637,"msms","AT5G11560.1","plasma membrane"
22215637,"msms","AT5G11670.1","plasma membrane"
22215637,"msms","AT5G11680.1","plasma membrane"
22215637,"msms","AT5G12250.1","plasma membrane"
22215637,"msms","AT5G12370.1","plasma membrane"
22215637,"msms","AT5G12480.1","plasma membrane"
22215637,"msms","AT5G13160.1","plasma membrane"
22215637,"msms","AT5G13450.1","plasma membrane"
22215637,"msms","AT5G13710.1","plasma membrane"
22215637,"msms","AT5G14030.1","plasma membrane"
22215637,"msms","AT5G14670.1","plasma membrane"
22215637,"msms","AT5G14720.1","plasma membrane"
22215637,"msms","AT5G14740.1","plasma membrane"
22215637,"msms","AT5G15200.1","plasma membrane"
22215637,"msms","AT5G15350.1","plasma membrane"
22215637,"msms","AT5G16050.1","plasma membrane"
22215637,"msms","AT5G16130.1","plasma membrane"
22215637,"msms","AT5G16590.1","plasma membrane"
